Company Name (English),Company Name (Chinese),Booth/Hall Number,Hall Name (English),Hall Name (Chinese),All Booths,ID
VELOMARCHE DI DANIELE OLIVA &amp; C. SAS,VELOMARCHE DI DANIELE OLIVA &amp; C. SAS,W1,International brands,国际品牌馆,W1-1819,official_1212
连云港金悠惠商贸有限公司,连云港金悠惠商贸有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0001,official_1213
河北信隆车业有限公司,河北信隆车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0005,official_1214
"BAOJI SPEEDLONG METAL PRODUCTS CO., LTD.",宝鸡速朗金属制品股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0007,official_1215
"SHENZHEN REBORN BICYCLE CO., LTD.",深圳市锐博恩自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0009,official_1216
INTERTEK,上海天祥质量技术服务有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0011,official_1217
"JIANGSU SUNTORI VEHICLE METAL CO., LTD.",江苏顺得利金属有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0013,official_1218
"CANGZHOU RONGJIAN METAL PRODUCTS CO., LTD.",沧州荣建金属制品有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0017,official_1219
HANDAN BEAUTIFUL BIRD,邯郸市靓鸟车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0020,official_1220
上海开驰自行车辐条有限公司,上海开驰自行车辐条有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0021,official_1221
"HANGZHOU HONGSHI TECHNOLOGY CO., LTD.",杭州鸿石科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0025,official_1222
"XIAMEN ZHOUHUI NEW MATERIAL TECHNOLOGY CO., LTD.",厦门宙晖新材料科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0027,official_1223
"RAYON (TIANJIN) CYCLE CO., LTD.",瑞龙（天津）国际贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0029,official_1224
河北省邢台市平乡县盛大儿童玩具厂,河北省邢台市平乡县盛大儿童玩具厂,W2,Bicycles & accessories,整车及零配件馆,W2-0031,official_1225
"TIANJIN GOLDEN WHEEL BICYCLE GROUP. CO., LTD.",天津市金轮信德车业有限公司/金玖（天津）科技有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-0105, W2-0110",official_1226
JOY KIE CORPORATION LIMITED,久祺股份有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-0112, W3-0029",official_1227
"LAUX (ITALY) INTERNATIONAL CO., LTD. / TIANJIN LAUX SPORT EQUIPMENT CO., LTD. / LUAX NEW ENERGY TECHNOLOGY (TIANJIN) CO., LTD. / TIANJIN KMK TECHNOLOGY CO., LTD.",雷克斯（意大利）国际集团有限公司/天津雷克斯运动器材有限公司/雷克斯新能源科技（天津）有限公司/天津柯米克科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0116,official_1228
"GOLDEN INTERNATIONAL SPORTING GOODS CO., LTD.",高登智信（北京）国际贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0121,official_1229
"TIANJIN SHINEWING BICYCLE CO., LTD.",天津光合翼车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0123,official_1230
天津市利雅得工贸有限公司,天津市利雅得工贸有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0126,official_1231
"TIANJIN HUAGUAN BICYCLE PARTS CO., LTD.",天津华冠自行车配件有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0131,official_1232
"TIANJIN JINSHIDA BICYCLE CO., LTD. / TIANJIN MINGSHENG SPORTS EQUIPMENT CO., LTD.",天津市金世达自行车有限公司/天津市铭盛运动器材有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0134,official_1233
"TIANJIN PROGRESSER INDUSTRY CO., LTD.",天津市克兰佰瑞自行车股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0136,official_1234
"XINGTAI SIXING CYCLE CO., LTD.",邢台四星车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0141,official_1235
"TIANJIN FENGYUN BICYCLE CO., LTD.",天津市峰云自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0145,official_1236
"TIANJIN SIHAIHENGTONG BICYCLE CO., LTD.",天津市四海亨通自行车股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0201,official_1237
"HANDAN YOUHUA VEHICLE CO., LTD.",邯郸市友华车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0331,official_1238
"ANHUI YOUKEN TRADE CO., LTD.",安徽优肯贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0521,official_1239
"HANGZHOU MINKI BICYCLE CO., LTD. / HANGZHOU WINNER INTL' CO., LTD.",杭州名骐自行车有限公司/杭州威燕进出口有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0526,official_1240
"HEBEI AMANI VEHICLE INDUSTRY CO., LTD.",河北阿玛尼车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0528,official_1241
"HANGZHOU HED TECHNOLOGY CO., LIMITED",杭州孩爱镫科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0531,official_1242
"TIANJIN MELAS BICYCLE CO., LTD.",天津泓远天晟自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0536,official_1243
"CHENGCOU METAL PRODUCTS NANTONG CO., LTD.",政科金属制品南通有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0541,official_1244
"YBN INDUSTRIAL (SHENZHEN) CO., LTD. / ALHONGA ENTERPRISE CO., LTD.",深圳市雅邦传动有限公司/弘家金属工业股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0543,official_1245
"NINGBO KENGEWA CHILDREN'S PRODUCTS CO., LTD.",宁波肯吉娃儿童用品有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0601,official_1246
"HANGZHOU YONGDI BICYCLE CO., LTD. / HANGZHOU FUQI IMP. &amp; EXP. CO., LTD.",杭州新永迪车业有限公司/杭州富祺进出口有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0721,official_1247
"SENWELL INDUSTRIES CO., LIMITED",盛为实业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0731,official_1248
"HEBEI BDF BICYCLE TECHNOLOGY CO., LTD.",河北贝多福自行车科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0734,official_1249
河北创仟儿童玩具有限公司,河北创仟儿童玩具有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0738,official_1250
DRIVETRAIN TECH SOLUTION INC.,传诚技研有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0741,official_1251
"CO-LUCK ENTERPRISE CO., LTD.",集优企业股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0742,official_1252
"ZHANGPU YUAN WEN SHING TECHNOLOGY CO., LTD.",漳浦源文兴科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0743,official_1253
"ZHANGPU WEIBO BICYCLE CO., LTD.",漳浦玮柏自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0745,official_1254
"ALUFORCE INT'L CO., LTD.",元富五金制品（漳州）有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0841,official_1255
HEBEI HONOR MECHANICAL MOULD INC.,河北欧耐机械模具股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0901,official_1256
"HANGZHOU YONGWEI BICYCLE CO., LTD.",杭州永威自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0905,official_1257
"HEBEI SKYS BICYCLE CO., LTD.",河北天王自行车科技有限公司/河北天天自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0911,official_1258
"WANYI BICYCLE GUANGZONG CO., LTD.",万怡自行车广宗有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0916,official_1259
TIANJIN GRANMAX TECHNOLOGY COMPANY LIMITED,天津歌瑞思科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0921,official_1260
宁波南洋车业有限公司,宁波南洋车业有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-0923, W1-0742",official_1261
"HEBEI HENGCHI BICYCLE PARTS (GROUP) CO., LTD.",河北恒驰自行车零件（集团）有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-0926, E3-0714",official_1262
"XIANGJIN (TIANJIN) CYCLE CO., LTD.",祥锦（天津）车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0931,official_1263
"TIANJIN CHINTONE BICYCLE CO., LTD.",天津钦通自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0936,official_1264
"EASKY (TIANJIN) BICYCLE CO., LTD.",亿泽（天津）自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0941,official_1265
"ZHEJIANG ZL BICYCLE CO., LTD.",浙江卓洛运动器材有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-0943,official_1266
"HEBEI YESFREE BICYCLE MANUFACTORY CO., LTD.",河北亿丰童车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1105,official_1267
"SHENZHEN XUTONG INDUSTRIAL CO., LTD.",深圳市胥同实业有限公司/厦门圣意隆体育用品有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1131,official_1268
"TIANJIN YINGFEINI BICYCLE CO., LTD.",天津市英菲尼自行车有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1133,official_1269
SHANGHAI FIVE SIXTY INTERNATIONAL TRADE LTD.,上海五甲子国际贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1136,official_1270
杭州临安锐拓车业有限公司,杭州临安锐拓车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1141,official_1271
"ZHEJIANG XINGJIE BICYCLE CO., LTD.",浙江兴捷车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1143,official_1272
"XINGTAI MEISIDA CYCLE CO., LTD.",邢台美斯达车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1301,official_1273
"XINGTAI JIUQI CYCLES CO., LTD.",邢台市久骐车业有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-1405, E3-0118",official_1274
天津瀛通车业,天津瀛通车业,W2,Bicycles & accessories,整车及零配件馆,W2-1411,official_1275
广州绿骑客贸易有限公司/台弘,广州绿骑客贸易有限公司/台弘,W2,Bicycles & accessories,整车及零配件馆,W2-1413,official_1276
"TIANJIN FEIJIA BICYCLE PRODUCTION &amp; TRADE CO., LTD.",天津市菲佳自行车工贸有限公司/佳菲（天津）运动器材股份有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1416,official_1277
"TIANJIN EASUN BICYCLE CO., LTD.",天津福祥运动器材有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1421,official_1278
"HEBEI XINGZHENG AUTOMOBILE INDUSTRY CO., LTD.",河北兴正车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1423,official_1279
"XINGTAI OUMEIYA CYCLE CO., LTD.",邢台欧美亚车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1431,official_1280
"TIANJIN AIWEIJITE PRODUCTS CO., LTD.",天津艾维纪特贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1433,official_1281
"BENGBU FURUI ELECTROMECHANICAL TECHNOLOGY CO., LTD.",蚌埠福瑞机电科技有限责任公司/蚌埠新福瑞贸易有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1436,official_1282
"ZHEJIANG WANLUN IND. &amp; TRADE CO., LTD. / HANGZHOU PULLY IMPORT AND EXPORT CO., LTD. / JIANDE XINRONG SPOKES CO., LTD.",浙江万轮工贸有限公司/杭州彪立进出口有限公司/建德欣荣辐条有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1438,official_1283
"TIANJIN ZYX BICYCLE CO., LTD.",天津自由行车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1441,official_1284
"XINGTAI ZHONGZHOU BICYCLE CO., LTD.",邢台钟洲车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1513,official_1285
"TIANJIN CHENHAO AUTOMOBILE CO., LTD.",天津辰昊车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1526,official_1286
"TIANJIN JINJIA SPORT EQUIPMENT CO., LTD.",天津金嘉运动器材有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1631,official_1287
XINGTAI YAXIN BICYCLE PARTS FACTORY,邢台市亚欣自行车配件厂,W2,Bicycles & accessories,整车及零配件馆,W2-1641,official_1288
"TIANJIN CREST BICYCLE CO., LTD.",天津泰峰车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1643,official_1289
"PESU CYCLE (SHENZHEN) TECHNOLOGY CO., LTD.",倍速出行（深圳）科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1701,official_1290
"DASHENG METAL CO., LTD.",达升金属制品有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1703,official_1291
"YUYAO XINFENG BEARING CO., LTD.",余姚市新丰轴承有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1704,official_1292
"JINKE KAI (TANGSHAN) TECHNOLOGY CO., LTD.",金泽凯（唐山）科技有限公司（唐山铧锋金属制品有限责任公司）,W2,Bicycles & accessories,整车及零配件馆,W2-1706,official_1293
"XING TAI XIANG TIAN BLCYCLE PARTS CO., LTD.",邢台翔天自行车零件有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1709,official_1294
"SHENZHEN ODIER SPORTS TECHNOLOGY CO., LIMITED",深圳偶地运动科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1711,official_1295
"XINGTAI BANGTAI BICYCLE PARTS CO., LTD.",邢台邦泰自行车配件有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1713,official_1296
惠阳钰城泰化工有限公司,惠阳钰城泰化工有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1715,official_1297
"IGUS (SHABGHAI) MOTION PLASTICS CO., LTD.",易格斯（上海）拖链系统有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1717,official_1298
慈溪市永钻车业有限公司,慈溪市永钻车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1719,official_1299
"SHENZHEN YUANMAO NEW TECHNOLOGY CO., LTD.",深圳源茂新科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1720,official_1300
"TAIZHOU CITY LIDE MACHINERY CO., LTD.",泰州市立得机械有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1721,official_1301
XINGTAI YIDA CHEYE YOUXIANGONGSI,邢台宜达车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1723,official_1302
"XINGTAI HUASHENG AUTOMOBILE CO., LTD.",邢台华圣车业有限责任公司,W2,Bicycles & accessories,整车及零配件馆,W2-1725,official_1303
GUANGZONGXIAN BOCHUANG CHEYE YOUXIANGONGSI,广宗县博创车业有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1729,official_1304
邢台金鸽自行车制造有限公司,邢台金鸽自行车制造有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1731,official_1305
"KUNSHAN DOODLE ELECTROMECHANICAL SCIENCE-TECHNOLOGY CO., LTD.",昆山嘟嘟机电科技有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1801,official_1306
"KUNSHAN BAIYANCHEN PLASTIC MOLD CO., LTD.",昆山百彦宸塑胶模具有限公司,W2,Bicycles & accessories,整车及零配件馆,W2-1803,official_1307
"TIANJIN PEERLESS TECHNICAL CO., LTD.",天津比尔莱斯科技有限公司,W2,Bicycles & accessories,整车及零配件馆,"W2-1811, W2-1804",official_1308
"XINGTAI YOUWANG BICYCLE CO., LTD.",邢台优旺自行车有限公司,W3,Children's bikes,童车馆,W3-0001,official_1309
"XINGTAI PENGSHUAI BICYCLE PARTS CO., LTD.",邢台鹏帅自行车有限公司,W3,Children's bikes,童车馆,W3-0005,official_1310
"FENGMING KIDS BIKE (HEBEI) MANUFACTURING CO,.LTD.",平乡县凤鸣童车厂,W3,Children's bikes,童车馆,W3-0007,official_1311
"HEBEI YASSAT BICYCLE MFG. CO., LTD.",河北雅洒特自行车制造有限公司,W3,Children's bikes,童车馆,W3-0009,official_1312
"HEBEI TIANBEN BICYCLE CO., LTD.",河北天本车业有限公司,W3,Children's bikes,童车馆,"W3-0013, E3-1707",official_1313
HEBEI HENGLAI CHEYE YOUXIANGONGSI,河北恒莱车业有限公司,W3,Children's bikes,童车馆,W3-0017,official_1314
"CHANGJIANG BICYCLE CO., LTD.",邢台市长江车业有限公司,W3,Children's bikes,童车馆,W3-0021,official_1315
GUANG HUI ZI XING CHE ZHI ZAO YOU XIAN GONG SI,广宗县光辉自行车制造有限公司,W3,Children's bikes,童车馆,W3-0025,official_1316
GUANGZONG COUNTY QING HUAN FU LUN TUI FACTORY,广宗县庆环辅轮腿厂,W3,Children's bikes,童车馆,W3-0027,official_1317
"XINGTAI YOUDIAN BICYCLE CO., LTD.",邢台优典自行车有限公司,W3,Children's bikes,童车馆,W3-0031,official_1318
"ROYALBABY CYCLE BEIJING CO., LTD.",北京优贝百祺科技股份有限公司,W3,Children's bikes,童车馆,W3-0105,official_1319
邢台圣德玛自行车有限公司,邢台圣德玛自行车有限公司,W3,Children's bikes,童车馆,W3-0108,official_1320
"HEBEI DATOO CHILDREN BICYCLE CO., LTD.",河北大图儿童自行车有限公司,W3,Children's bikes,童车馆,W3-0111,official_1321
"YIBAIXIN BICYCLE INDUSTRY CO., LTD.",平乡县伊佰信车业有限公司,W3,Children's bikes,童车馆,W3-0116,official_1322
"XINGTAI CHITAI BICYCLE MANUFACTURING CO., LTD.",邢台市驰泰自行车制造有限公司,W3,Children's bikes,童车馆,W3-0121,official_1323
"HE BEI JIUSHENG BICYCLE CO., LTD.",河北久盛车业有限公司,W3,Children's bikes,童车馆,"W3-0126, E6-1701",official_1324
美凯琪（天津）科技有限公司,美凯琪（天津）科技有限公司,W3,Children's bikes,童车馆,W3-0132,official_1325
JINBANG,文安县金邦塑料制品有限公司,W3,Children's bikes,童车馆,W3-0134,official_1326
"XINGTAI YATONG BICYCLE CO., LTD.",邢台亚通自行车车业有限公司,W3,Children's bikes,童车馆,W3-0136,official_1327
"XINGTAI BOMAN IMPORT AND EXPORT CO., LTD.",邢台博嫚进出口有限公司,W3,Children's bikes,童车馆,W3-0139,official_1328
"XINGTAI SHICHEN CHILDREN'S TOYS CO., LTD.",邢台世晨儿童玩具有限公司,W3,Children's bikes,童车馆,W3-0142,official_1329
"ANHUI GEMSUM IMP. &amp; EXP. CO., LTD.",安徽省珏盛进出口有限公司,W3,Children's bikes,童车馆,W3-0144,official_1330
大连瑞达自行车有限公司,大连瑞达自行车有限公司,W3,Children's bikes,童车馆,W3-0201,official_1331
"HEBEI ACE BEAUTY TECHNOLOGY CO., LTD.",河北爱思美科技有限公司,W3,Children's bikes,童车馆,W3-0411,official_1332
"XINGTAI TONGBAO CHILDREN TOYS CO., LTD.",邢台彤宝贸易有限公司,W3,Children's bikes,童车馆,W3-0416,official_1333
"HEBEI HONGTU BABY TOYS CO., LTD.",河北宏途儿童用品有限公司,W3,Children's bikes,童车馆,W3-0421,official_1334
"HEBEI QIKE TECHNOLOGY CO., LTD.",河北骑客科技有限公司,W3,Children's bikes,童车馆,W3-0426,official_1335
"HEBEI YIHAO BICYCLE CO., LTD.",河北怡豪自行车有限公司,W3,Children's bikes,童车馆,W3-0432,official_1336
"HEBEI HENGRUN BICYCLE MANUFACTURING CO., LTD.",河北恒润自行车制造有限公司,W3,Children's bikes,童车馆,W3-0436,official_1337
"QUZHOU HONGYA BIKE PARTS CO., LTD.",曲周县宏亚自行车配件有限公司,W3,Children's bikes,童车馆,W3-0439,official_1338
邢台维克多车业有限公司,邢台维克多车业有限公司,W3,Children's bikes,童车馆,W3-0442,official_1339
"HEBEI LIFENG BICYCLE CO., LTD.",河北利丰自行车有限公司,W3,Children's bikes,童车馆,W3-0601,official_1340
"HEBEI XIAOTIANHANG BICYCLE CO., LTD.",河北小天航自行车有限公司,W3,Children's bikes,童车馆,"W3-0605, W5-0544",official_1341
"XINGTAI SHANGXUE BICYCLE CO., LTD.",邢台尚学车业有限公司,W3,Children's bikes,童车馆,W3-0711,official_1342
"HEBEI TIANYUAN TECHNOLOGY CO., LTD.",河北天元科技有限公司,W3,Children's bikes,童车馆,"W3-0716, E2-0029, E4-0444",official_1343
"XINGTAI OUYATE BICYCLE CO., LTD.",邢台市欧亚特车业有限公司,W3,Children's bikes,童车馆,W3-0721,official_1344
TPT CYCLE (TIANJIN) LIMITED,天津荣知园自行车有限公司,W3,Children's bikes,童车馆,W3-0726,official_1345
"XINGTAI XINWANG TRADE &amp; AGENT CO., LTD.",邢台鑫旺贸易代理有限公司,W3,Children's bikes,童车馆,W3-0732,official_1346
"XINGTAI NUOLONG CYCLE CO., LTD.",邢台诺隆科技有限公司,W3,Children's bikes,童车馆,W3-0736,official_1347
"HEBEI MAIBANGKE AUTOMOBILE INDUSTRY CO., LTD.",河北迈邦克车业有限公司,W3,Children's bikes,童车馆,W3-0742,official_1348
"HEBEI HONGTENG BICYCLE CO., LTD.",河北鸿腾自行车有限公司,W3,Children's bikes,童车馆,W3-0901,official_1349
"HEBEI TIENIU BICYCLE INDUSTRY CO., LTD.",河北铁牛自行车业有限公司,W3,Children's bikes,童车馆,W3-0905,official_1350
"XINGTAI WANTAI BICYCLE CO., LTD.",邢台万泰车业有限公司,W3,Children's bikes,童车馆,W3-0911,official_1351
"NINGBO VALUE BICYCLE CO., LTD.",宁波伟力车业有限公司,W3,Children's bikes,童车馆,W3-0921,official_1352
"XINGTAI SIRIS BICYCLE TECHNOLOGY CO., LTD.",邢台赛瑞斯自行车科技有限公司,W3,Children's bikes,童车馆,W3-0926,official_1353
河北柒克车业有限公司,河北柒克车业有限公司,W3,Children's bikes,童车馆,W3-0932,official_1354
"HEBEI BEIYAQI BICYCLE CO., LTD.",河北贝亚琪童车有限公司,W3,Children's bikes,童车馆,W3-0936,official_1355
"XINGTAI SHUOPAI BICYCLE MANUFACTURING CO., LTD.",邢台硕湃自行车制造有限公司,W3,Children's bikes,童车馆,W3-0939,official_1356
GL,平乡县工力飞轮有限公司,W3,Children's bikes,童车馆,"W3-0942, W4-1426, E2-0007",official_1357
广宗凯狮儿童自行车制造有限公司,广宗凯狮儿童自行车制造有限公司,W3,Children's bikes,童车馆,W3-1205,official_1358
"WENZHOU DORICH INDUSTRY CO., LTD.",温州德润国际贸易有限公司,W3,Children's bikes,童车馆,W3-1211,official_1359
PINGXIANG ZHENHAOWAN,平乡县真好玩儿童玩具厂,W3,Children's bikes,童车馆,W3-1536,official_1360
"XINGTAI BOHONG IMPORT AND EXPORT CO., LTD.",邢台博红进出口有限公司,W3,Children's bikes,童车馆,W3-1539,official_1361
"HEBEI CHIJIU TECHNOLOGY CO., LTD.",河北驰久科技有限公司,W3,Children's bikes,童车馆,"W3-1542, W3-1244",official_1362
"XINGTAI FEITIAN BICYCLE CO., LTD.",邢台市飞天自行车有限公司,W3,Children's bikes,童车馆,W3-1701,official_1363
"XINGTAI QIANGYU VEHICLE INDUSTRY CO., LTD.",邢台强宇车业有限公司,W3,Children's bikes,童车馆,W3-1707,official_1364
"TIANJIN HUIZHU INDUSTRIAL CO., LTD.",天津辉柱贸易有限公司,W3,Children's bikes,童车馆,W3-1709,official_1365
"XINGTAI YANGCHUANG BICYCLE TECHNOLOGY CO., LTD.",邢台扬创自行车科技有限公司,W3,Children's bikes,童车馆,W3-1712,official_1366
"XINGTAI SAIGUAN CYCLE CO., LTD.",邢台赛冠自行车有限公司,W3,Children's bikes,童车馆,W3-1715,official_1367
"XINGTAI HAORUI BICYCLE CO., LTD.",邢台皓睿自行车有限公司,W3,Children's bikes,童车馆,W3-1717,official_1368
广宗县世宝自行车配件厂,广宗县世宝自行车配件厂,W3,Children's bikes,童车馆,W3-1719,official_1369
GUANGZONG COUNTY SHUNLI BICYCLE SHOCK ABSORBER FACTORY,广宗县顺利自行车配件厂,W3,Children's bikes,童车馆,W3-1720,official_1370
KADINGMAO,曲周县卡丁猫童车厂,W3,Children's bikes,童车馆,W3-1721,official_1371
邢台市荣腾儿童玩具有限公司,邢台市荣腾儿童玩具有限公司,W3,Children's bikes,童车馆,W3-1725,official_1372
"YING JIANG FITTINGS OF VEHICLE CO., LTD.",慈溪市颖江车辆配件有限公司,W3,Children's bikes,童车馆,W3-1727,official_1373
PINGXIANG SHENGRUI,平乡县晟瑞自行车配件厂,W3,Children's bikes,童车馆,W3-1728,official_1374
XINGTAISHI KAIXIANG ZIXINGCHE PEIJIAN YOUXIANGONGSI,邢台市凯翔自行车配件有限公司,W3,Children's bikes,童车馆,W3-1729,official_1375
"GUANGZONG COUNTY JULONG BICYCLE CO., LTD.",广宗县巨龙车业有限公司,W3,Children's bikes,童车馆,W3-1731,official_1376
邢台达盛儿童玩具有限公司,邢台达盛儿童玩具有限公司,W3,Children's bikes,童车馆,W3-1801,official_1377
TENGCHEN,平乡县腾晨自行车配件厂,W3,Children's bikes,童车馆,W3-1804,official_1378
"XINGTAI DAXIN VEHICLE INDUSTRY CO., LTD.",邢台大信车业有限公司,W3,Children's bikes,童车馆,W3-1805,official_1379
"PINGXIANG COAN TY ZHUTECHILD REN TOY CO., LTD.",平乡县卓特儿童玩具有限公司,W3,Children's bikes,童车馆,W3-1806,official_1380
"XINGTAI CHANGLI BICYCLE MANUFACTURING CO., LTD.",邢台昶力自行车制造有限公司,W3,Children's bikes,童车馆,W3-1811,official_1381
"SHANGHAI BAOQI BABY GOODS CO., LTD.",上海宝骑儿童用品有限公司,W3,Children's bikes,童车馆,W3-1813,official_1382
"XINGTAI SHUAIDIAN VEHICLE INDUSTRY CO., LTD.",邢台帅点车业有限公司,W3,Children's bikes,童车馆,W3-1814,official_1383
LINYI LUCKY WOVEN HANDICRAFT FACTORY,临沂市罗庄区幸运编织工艺品厂,W3,Children's bikes,童车馆,W3-1817,official_1384
"SHANGHAI HUADE YAOXING PLASTIC TECHNOLOGY CO., LTD.",上海华德耀兴塑胶科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0001,official_1385
GUANGDONG GRAND BILLION ELECTRONICS TECHNOLOGY LTD.,广东浩亿光电科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0003,official_1386
BOTOU AIDI BICYCLE PARTS FACTORY,泊头市爱迪车业配件厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0005,official_1387
"NINGBO FERTS BICYCLE ACCESSORY CO., LTD.",宁波福致自行车附件有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0007,official_1388
"GUANGZHOU SOMTA OPTICAL TECHNOLOGY CO., LTD.",广州尚达光学科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0009,official_1389
"SHENZHEN BIKEVEE ELECTRONICS CO., LTD.",深圳市博时利电子有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0012,official_1390
XIDIAN TIANQI,宁县县西店天奇户外用品厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0013,official_1391
"BOTOU XINNUO BICYCLE BELL CO., LTD.",泊头市鑫诺车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0015,official_1392
"SHANGHAI SUNRISE TRADING CO., LTD.",上海晨瑞商贸有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0017,official_1393
"SHENZHEN YI PAIER ELECTRONIC TECHNOLOGY CO., LTD.",深圳市易派尔电子科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0021,official_1394
