name_en,name_cn,hall,booth,all_booths
"TÜV SÜD CERTIFICATION AND TESTING (CHINA) CO., LTD. SHANGHAI BRANCH",南德认证检测（中国）有限公司上海分公司,E6,1727,[E6]1727
华芯科技（恩施）有限公司,华芯科技（恩施）有限公司,E6,1729,[E6]1729
"JINHUA HEYING INTELLIGENT TECHNOLOGY CO., LTD.",金华和英智能科技有限公司,E6,1730,[E6]1730
深圳市金画王技术有限公司,深圳市金画王技术有限公司,E6,1731,[E6]1731
深圳市联科利隆电子科技有限公司,深圳市联科利隆电子科技有限公司,E6,1732,[E6]1732
"WELOCK (TIANJIN) INTELLIGENT TECHNOLOGY CO., LTD.",威洛克（天津）智能科技有限公司,E6,1801,[E6]1801
"ZHEJIANG XINGNENGWEI TECHNOLOGY CO., LTD.",浙江兴能威科技股份有限公司,E6,1805,[E6]1805
"NINGBO MEIWANG MOLD MACHINERY CO., LTD.",宁波美旺模具机械有限公司,E6,1807,[E6]1807
浙江方众机械科技有限公司,浙江方众机械科技有限公司,E6,1811,[E6]1811
"CHANGZHOU NAICISPORTS TECHNOLOGY CO., LTD.",常州耐驰车业有限公司,E7,0001,[E7]0001
"EIFI MOTOR CO., LTD.",翼飞智能运动科技（金华）有限公司,E7,0005,[E7]0005
"1856 TECHNOLOGY (SHENZHEN) CO., LTD.",壹捌伍陆科技（深圳）有限公司,E7,0007,[E7]0007
"HEBEI LESHUAI CYCLE CO., LTD.",河北乐帅车业有限公司,E7,0009,[E7]0009
"YONGKANG LINGQI TECHNOLOGY CO., LTD.",永康市凌骑科技有限公司,E7,0011,[E7]0011
浙江玖莱工贸有限公司,浙江玖莱工贸有限公司,E7,0013,[E7]0013
"UXI ELECTRIPET TECHNOLOGY CO., LTD.",无锡电宠科技有限公司,E7,0015,[E7]0015
无锡互天电子科技有限公司,无锡互天电子科技有限公司,E7,0017,[E7]0017
TIANJIN BEWO SCIENCE AND TECHNOLOGY COMPANY,天津比沃科技有限公司,E7,0020,[E7]0020
"ZHETAI VEHICLE (JIANGSU) CO., LTD.",哲泰车业（江苏）有限公司,E7,0021,[E7]0021
UL SOLUTIONS,苏州UL美华认证有限公司,E7,0023,[E7]0023
"TROTTER ECOTECH CO., LTD.",千代众享（常州）科贸有限公司,E7,0025,[E7]0025
浙江武义优胜健身器材有限公司,浙江武义优胜健身器材有限公司,E7,0029,[E7]0029
CORSA SPORTS LIMITED,东莞酷飒运动器材有限公司,E7,0031,[E7]0031
"DAAO ELECTRIC (JIANGSU) CO., LTD.",大澳电器（江苏）有限公司,E7,0105,[E7]0105
"TIANJIN HXY TECHNOLOGY DEVELOPMENT CO., LTD.",天津汇鑫垚科技发展有限公司,E7,0111,[E7]0111
天津海达智能科技有限公司,天津海达智能科技有限公司,E7,0113,[E7]0113
"HANGZHOU SEEMING-GOOD VEHICLES CO., LTD.",杭州斯敏格车业有限公司,E7,0116,[E7]0116
"NINGBO FASOK SPORTPRO CO., LTD.",宁波法索沃运动用品有限公司,E7,0119,[E7]0119
"ZHEJIANG YULUN TECHNOLOGY CO., LTD.",浙江御轮科技有限公司,E7,0121,[E7]0121
"SHENZHEN KIXIN ELECTRONICS CO., LTD.",深圳市开心电子有限公司,E7,0123,[E7]0123
"ZHIHANGDA TECHNOLOGY CO., LTD.",深圳市智航达科技有限公司,E7,0126,[E7]0126
"SHANGHAI YIJIN SPORTING EQUIPMENT CO., LTD.",上海弋锦运动器材有限公司,E7,0132,[E7]0132
"CHONGQING ZHENYOUJIN TECHNOLOGY CO., LTD.",重庆真有劲科技有限公司,E7,0136,[E7]0136
"LINHAI FENGLE POWER TECHNOLOGY CO., LTD.",临海丰乐动力科技有限公司,E7,0138,[E7]0138
"ZHUZHOU GEAR CO., LTD.",株洲齿轮有限责任公司,E7,0139,[E7]0139
"CHANGZHOU LVDONG ELECTRIC MACHINERY TECHNOLOGY CO., LTD.",常州绿动电机科技有限公司,E7,0142,[E7]0142
"CHANGZHOU HOTTECH CO., LTD.",常州霍亚智能科技有限公司,E7,0145,[E7]0145
"VELOTS (CHANGZHOU) TECHNOLOGY CO., LTD.",唯洛（常州）智能科技有限公司,E7,0201,[E7]0201
"CHENMAN CULTRUE &amp; MEDIA CO., LTD.",晨漫文化传媒（苏州）有限公司,E7,0238,[E7]0238
"WUXI SAIGE ELECTRIC VEHICLE TECHNOLOGY CO., LTD.",无锡赛鸽电动车科技有限公司,E7,0411,[E7]0411
"SUZHOU BAI AN XING MECHATRONICS TECH CO., LTD.",苏州百安行机电科技有限公司,E7,0416,[E7]0416
"WUXI YUMA POWER TECHNOLOGY CO., LTD.",无锡豫玛动力科技有限公司,E7,0418,[E7]0418
"ZHEJIANG MIHUNTER TECHNOLOGY CO., LTD.",浙江米航科技有限公司,E7,0421,[E7]0421
"JINHUA JOYOR VEHICLE CO., LTD.",金华九悦车业股份有限公司,E7,0423,[E7]0423
"SHENZHEN AIQI BICYCLE INDUSTRY CO., LTD.",深圳市爱骑车业有限公司,E7,0426,[E7]0426
"JINHUA OTMAR TECHNOLOGY CO., LTD.",金华澳特玛科技有限公司,E7,0436,[E7]0436
"ANHUI WEITE MOTOR TECHNOLOGY CO., LTD.",安徽微特电机科技有限公司,E7,0439,[E7]0439
"XINGTAI HUASAI ELECTRIC BICYCLE CO., LTD.",邢台桦赛电动自行车有限公司,E7,0442,[E7]0442
"JIANGXI OYF VEHICLE INDUSTRY CO., LTD.",江西欧亚非车业有限公司,E7,0445,[E7]0445
"ZHEJIANG JSL VEHICLE CO., LTD.",浙江九色鹿车业股份有限公司,E7,0532,[E7]0532
"HANGZHOU LIN’AN BEYONDER POWER CO., LTD.",杭州临安博达电源有限公司,E7,0542,[E7]0542
"HUIZHOU CODIFICE BIKES CO., LTD.",惠州市科迪斐车业有限公司,E7,0601,"[E7]0601,0905"
"ZHEJIANG LVJU VEHICLE INDUSTRY CO., LTD.",浙江绿驹车业有限公司,E7,0705,[E7]0705
"ZHEJIANG LUYUAN ELECTRIC VEHICLE CO., LTD.",浙江绿源信息科技有限公司,E7,0711,"[E7]0711,0911"
"SUZHOU ANSBERN SPORTS CO., LTD.",苏州安斯博运动器材有限公司,E7,0716,[E7]0716
"QUZHOU NAIJIATE VEHICLE CO., LTD.",衢州耐佳特车业有限公司,E7,0721,[E7]0721
"CHANGZHOU LINGHUI INTELLIGENT TECHNOLOGY CO., LTD.",常州领辉智能科技有限公司,E7,0726,[E7]0726
"ZHEJIANG XIAODU VEHICLE CO., LTD.",浙江小度车业有限公司,E7,0729,[E7]0729
"ZHONGXIN POWER (TIANJIN) BICYCLE CO., LTD.",中新动力（天津）自行车有限公司,E7,0736,[E7]0736
"CIXI LENJOY SPORTS CO., LTD.",慈溪乐享运动用品有限公司,E7,0742,[E7]0742
"NINGBO ZIXIN BICYCLE INDUSTRY CO., LTD.",宁波自信车业有限公司,E7,0744,[E7]0744
"M &amp; S E-DRIVING SYSTEM CO., LTD.",宁波麦思动力系统有限公司,E7,0901,[E7]0901
东莞市和裕智造科技有限公司,东莞市和裕智造科技有限公司,E7,0916,[E7]0916
"ZHEJIANG YUANDA VEHICLE CO., LTD.",浙江源达车业科技有限公司&nbsp;,E7,0921,[E7]0921
"DONGGUAN LVDAOXING TECHNOLOGY CO., LTD.",东莞市绿道行科技有限公司,E7,0924,[E7]0924
"CHONGQING YIZAO TECHNOLOGY CO., LTD.",重庆易造科技有限公司,E7,0926,[E7]0926
"CHONGQING MOBIMAX TECHNOLOGY CO., LTD.",重庆水蓝科技发展有限公司,E7,0932,[E7]0932
"ZHEJIANG HAYING INTELLIGENT TECHNOLOGY CO., LTD.",浙江哈鹰智能科技有限公司,E7,0936,[E7]0936
"ZISPEED TRANSMISSION TECHNOLOGY (SUZHOU) CO., LTD.",智速传动科技（苏州）有限公司,E7,0942,[E7]0942
"DACHENG COUNTY KAI FENG ELECTRIC VEHICLE PARTS CO., LTD.",大城县凯丰电动车配件有限公司,E7,0945,[E7]0945
"SHANGHAI OLBETTER HOME LIVING CO., LTD.",上海奥贝特家居有限公司,E7,1045,[E7]1045
"CHANGZHOU GUANMA ELECTROMECHANICAL CO., LTD.",常州灌玛机电有限公司,E7,1124,[E7]1124
"TIANJIN DOUBLE TREE INTERNATIONAL TRADE CO., LTD.",天津逸林湾进出口有限公司,E7,1226,[E7]1226
"SHENZHEN KLYDE ELECTRONICS CO., LTD.",深圳市科莱德电子有限公司,E7,1232,[E7]1232
"HUIYITE (KUNSHAN) PRECISION ELECTRONICS CO., LTD.",汇亿特（昆山）精密电子有限公司,E7,1234,[E7]1234
"NINGBO SUPERMAX VEHICLE CO., LTD.",宁波舒博曼斯车业有限公司,E7,1236,[E7]1236
WUXI UNITED MOBILITY TECHNOLOGY INC,无锡市联合力动车业有限公司,E7,1239,[E7]1239
"CYCLISTS' NETWORKING SPORTS TECHNOLOGY CO., LTD.",骑友网（杭州）体育科技有限公司,E7,1242,[E7]1242
浙江省自行车电动车行业协会,浙江省自行车电动车行业协会,E7,1244,[E7]1244
广州市领骑信息科技有限公司,广州市领骑信息科技有限公司,E7,1245,[E7]1245
"ZHEJIANG LANGXIANG INDUSTRIAL CO., LTD.",浙江朗翔实业有限公司,E7,1301,[E7]1301
"ZHEJIANG BAOGUILAI VEHICLE INDUSTRY CO., LTD.",浙江宝归来车业有限公司,E7,1305,[E7]1305
"SHENZHEN MINUO BICYCLE CO., LTD.",深圳市明诺自行车有限公司,E7,1311,[E7]1311
"HEBEI LIMMA ELECTRIC VEHICLE CO., LTD.",河北黎玛电动车有限公司,E7,1314,"[E7]1314,[E5]1729"
"HEBEI LIMMA ELECTRIC VEHICLE CO., LTD.",河北黎玛电动车有限公司,E5,1729,"[E7]1314,[E5]1729"
永康市一特电子有限公司,永康市一特电子有限公司,E7,1316,[E7]1316
"KUNSHAN CYCLISPORT CO., LTD.",昆山赛克力运动产品有限公司,E7,1318,[E7]1318
横店集团东磁股份有限公司,横店集团东磁股份有限公司,E7,1321,[E7]1321
"ZHEJIANG DIMAISHI INTELLIGENT TECHNOLOGY CO., LTD.",浙江迪迈仕智能科技有限公司,E7,1324,[E7]1324
"GUANGZHOU WHEELIVE INFORMATION TECHNOLOGY CO., LTD.",广州唯轮信息科技有限公司,E7,1342,[E7]1342
"PRO MEDIA CO., LTD.",贸易风国际有限公司,E7,1344,[E7]1344
江苏省自行车电动车协会,江苏省自行车电动车协会,E7,1345,[E7]1345
"SHANDONG GUANGYUN ELECTRIC VEHICLE TECHNOLOGY CO., LTD.",山东广运电动车科技有限公司,E7,1511,[E7]1511
"SGS-CSTC STANDARDS TECHNICAL SERVICES CO., LTD.",通标标准技术服务有限公司,E7,1514,[E7]1514
"GUANGZHOU QINGLONGLIN CLOTHING EQUIPMENT CO., LTD.",广州青龙林服饰有限公司,E7,1515,[E7]1515
"SHENZHEN LEIDESEN BIKE CO., LTD.",深圳雷德森自行车有限公司,E7,1516,[E7]1516
"SHENZHEN BLUE LIGHT CARBON TECHNOLOGY CO., LTD. / DENGFU SPORTS EQUIPMENT CO., LTD.",深圳市蓝光碳纤科技有限公司/深圳市登富体育用品有限公司,E7,1518,[E7]1518
"ANHUI SUER ELECTRONICS CO., LTD.",安徽速尔电子有限公司,E7,1521,[E7]1521
ROLLING SUNDAY,浙江洛林森德智车业有限公司,E7,1524,[E7]1524
"ALTON CO., LTD.",艾暾（天津）自行车有限公司,E7,1526,[E7]1526
惠州市名途电子有限公司,惠州市名途电子有限公司,E7,1529,[E7]1529
临沂浩都塑业有限公司,临沂浩都塑业有限公司,E7,1532,[E7]1532
"LINYI YOUYUAN VEHICLE INDUSTRY CO., LTD.",临沂优源车业有限公司,E7,1534,[E7]1534
宁波凯启镁科技有限公司,宁波凯启镁科技有限公司,E7,1536,[E7]1536
"KUNSHAN WEISHENGDE TESTING EQUIPMENT CO., LTD.",昆山威胜德检测设备有限公司,E7,1539,[E7]1539
WHEEL GIANT INC.,轮彦国际有限公司,E7,1542,[E7]1542
"INFOTRADE MEDIA CO., LTD.",贸易眼国际股份有限公司,E7,1543,[E7]1543
"DISCOVERY RESOURCES (SHENZHEN) ENTERPRISE SERVICES CO., LTD.",发现资源（深圳）企业服务有限公司,E7,1544,[E7]1544
"HUIZHOU JUFEI SPORTS TECHNOLOGY CO., LTD.",惠州巨飞运动科技有限公司,E7,1545,[E7]1545
"JINYUN YINGPAI SCIENCE AND TECHNOLOGY CO., LTD.",缙云盈派科技有限公司,E7,1546,[E7]1546
邯郸市永年区千盛金属制品有限公司,邯郸市永年区千盛金属制品有限公司,E7,1632,[E7]1632
"SHANGHAI ZHENGYUAN ELECTRONIC TECHNOLOGY CO., LTD.",上海正渊电子科技有限公司,E7,1633,[E7]1633
深圳市沃达孚科技有限公司,深圳市沃达孚科技有限公司,E7,1634,[E7]1634
ENDLESS RIDING,南京骑酷体育文化推广有限公司,E7,1642,[E7]1642
WILDTO (XIAMEN) TECHNOLOGY INC.,厦门市野途网络科技有限公司,E7,1643,[E7]1643
"HANGZHOU HUANXUN EXHIBITION CO., LTD.",环讯传媒（杭州寰讯展览有限公司）,E7,1644,[E7]1644
东莞市鸿德手袋制品有限公司,东莞市鸿德手袋制品有限公司,E7,1645,[E7]1645
脉康医疗器械（河北）有限公司,脉康医疗器械（河北）有限公司,E7,1646,[E7]1646
"YONGKANG TANGSHENG INDUSTRY CO., LTD.",永康市堂胜工贸有限公司,E7,1701,[E7]1701
"KUNSHAN BEST ELECTRONIC CO., LTD.",昆山百思特电子有限公司,E7,1703,[E7]1703
"XINGTAI TITANIUM BELL TECHNOLOGY CO., LTD.",邢台钛铃科技有限公司,E7,1704,[E7]1704
"TIANJIN RUIGAO TECHNOLOGY CO., LTD.",天津瑞高科技有限公司,E7,1707,[E7]1707
"JIANGSU JUNHUA HPP CO., LTD.",江苏君华特种高分子材料股份有限公司,E7,1709,[E7]1709
"DONGGUAN XINGNUO ELECTRONIC TECHNOLOGY CO., LTD.",东莞市星诺电子科技有限公司,E7,1710,[E7]1710
"YONGKANG DIYITONG LEISURE PRODUCTS CO., LTD.",永康市迪亿通休闲用品有限公司,E7,1711,[E7]1711
"FOSHAN DAHANG PRECISION TECHNOLOGY CO., LTD.",佛山市大航精密科技有限公司,E7,1713,[E7]1713
一速镁业（兰溪市）有限责任公司,一速镁业（兰溪市）有限责任公司,E7,1715,[E7]1715
WENLING YINGMA MACHINERY PARTS FACTORY,温岭市鹰马机械配件厂,E7,1719,[E7]1719
"FUXIN ELECTRIC VEHICLE, LINYI HIGH-TECH ZONE, SHANDONG",临沂高新区傅鑫电动车厂,E7,1720,[E7]1720
"XINGTAI TUBAI ELECTRIC BIYCLE CO., LTD.",邢台图柏电动自行车有限公司,E7,1721,"[E7]1721,1722"
"K-LITE (SHANGHAI) INDUSTRIAL CO., LTD.",上海科光实业有限公司,E7,1725,[E7]1725
TAICANG ACT SPORTING GOODS TESTING COMPANY,太仓型动运动用品检测有限公司,E7,1726,[E7]1726
宿迁致晖电子有限公司,宿迁致晖电子有限公司,E7,1727,[E7]1727
"SUZHOU MEIDE SPORTS TECHNOLOGY CO., LTD.",苏州镁德运动科技有限公司,E7,1728,[E7]1728
TIANJIN BUNNYHOP SPORTS AND MEDIA,天津兔跳体育文化传播有限公司,E7,1729,[E7]1729
UPTON TECHNOLOGY,上腾科技（广州）有限公司,E7,1730,[E7]1730
PT TERANG DUNIA INTERNUSA TBK,PT TERANG DUNIA INTERNUSA TBK,E7,1731,[E7]1731
"SHENZHEN YEESTEP TECHNOLOGY CO., LTD.",深圳市亦小步科技有限公司,E7,1801,[E7]1801
MKT,莱茵技术（苏州）有限公司,E7,1803,[E7]1803
"DONGGUAN MOTOVELO TECHNOLOGY CO., LTD.",东莞市摩乐出行科技有限公司,E7,1805,[E7]1805
"NINGBO XINQI SCIENCE AND TECHNOLOGY CO., LTD.",宁波新骑科技有限公司,E7,1807,[E7]1807
"ZHEJIANG AOHUANG INDUSTRY &amp; TRADE CO., LTD.",浙江奥煌工贸有限公司,E7,1811,[E7]1811
宁波哲可机械有限公司,宁波哲可机械有限公司,E7,1814,[E7]1814
"HANGZHOU SPIRIT RUN TECHNOLOGY CO., LTD.",杭州灵跑科技有限公司,E7,1815,[E7]1815
"METAV (CHONGQING) DIGITAL TECHNOLOGY CO., LTD.",米塔维（重庆）数字科技有限公司,E7,1817,[E7]1817
E-MA INTERNATIONAL CORP.,一马国际有限公司,N1,0001,[N1]0001
"DONGGUAN SHUANGCHENGQIBING SPORTS GOODS CO., LTD.",东莞市双城骑兵体育用品有限公司,N1,0003,[N1]0003
"DONGGUAN EANBURG SPORTING GOODS CO., LTD.",东莞伊恩伯格体育用品有限公司,N1,0006,[N1]0006
GAERNE SPA,Gaerne spa,N1,0007,[N1]0007
HORIM GLOBAL CORPORATION,HORIM GLOBAL CORPORATION,N1,0008,[N1]0008
SHANGHAI QY TRADING COMPANY,上海骑砚商贸有限公司,N1,0009,[N1]0009
"TUNAP (SHANGHAI) INT'L TRADE CO., LTD.",统耐保（上海）国际贸易有限公司,N1,0011,[N1]0011
"CHANGZHOU BOSHUO NEW ENERGY CO., LTD.",常州博硕新能源有限责任公司,N1,0013,[N1]0013
GUANGZONG COUNTY JIUYUAN PLASTIC PRODUCTS FACTORY,广宗玖源塑料制品厂,N1,0014,[N1]0014
义乌市赛刻户外用品有限公司,义乌市赛刻户外用品有限公司,N1,0015,[N1]0015
"JCADI TECHNOLOGY CO., LTD.",无锡捷凯瑞动力科技有限公司,N1,0016,[N1]0016
"FENGXIAN JINFEI VEHICLE PARTS CO., LTD.",丰县金飞车辆配件有限公司,N1,0017,[N1]0017
"GUANGZHOU SUNYUNSI SPORTS CO., LTD.",广州隼韵思体育用品有限公司,N1,0018,[N1]0018
"BAOJI HONGLONG NONFERROUS METAL MATERIALS CO., LTD.",宝鸡宏隆有色金属材料有限公司,N1,0019,[N1]0019
HEBEI DONGHAI PUMP FACTORY,唐山市丰润区东海气筒厂,N1,0021,[N1]0021
"XINGTAI SAFETY &amp; RIDE BICYCLE CO., LTD.",邢台安之行自行车有限公司,N1,0022,[N1]0022
"JIANGYIN KANGYIN AUTO INDUSTRY PARTS CO., LTD.",江阴市康寅车业部件有限公司,N1,0023,[N1]0023
"FOSHAN KEXIANG PRECISION COMPONENTS CO., LTD.",佛山市科翔精密零部件有限公司,N1,0024,[N1]0024
"GUANGZHOU SHEENBOW PIGMENT TECHONOLOGY CO., LTD.",广州鑫铂颜料科技有限公司,N1,0025,[N1]0025
"SHANGHAI UPIOT TECHNOLOGY CO., LTD.",上海量讯物联技术有限公司,N1,0026,[N1]0026
NINGHAI XIDIAN FANGYU ELECTRIC APPLIANCE FACTORY,宁海县西店方宇电器厂,N1,0027,[N1]0027
EVER SUN,宁波永隼电子科技有限公司,N1,0028,[N1]0028
"CIXI JIAMIN CYCLE CO., LTD.",慈溪市佳旻车业有限公司,N1,0029,[N1]0029
"XIAMEN JIADESHENG EYEWEAR CO., LTD.",厦门佳得胜眼镜有限公司,N1,0030,[N1]0030
"SHENZHEN BIOSLED TECHNOLOGY CO., LTD.",深圳市研色科技有限公司,N1,0031,[N1]0031
"SHANDONG JINGPIN ELECTRIC VEHICLE TECHNOLOGY CO., LTD.",山东京品电动车科技有限公司,N1,0032,[N1]0032
"SHANGHAI LIANYI BEARING TECHNOLOGY CO., LTD.",上海涟屹轴承科技有限公司,N1,0034,[N1]0034
超人慧行（深圳）科技有限公司,超人慧行（深圳）科技有限公司,N1,0035,[N1]0035
"XINGTAI JINTA BICYCLE CO., LTD.",邢台锦踏自行车有限公司,N1,0036,[N1]0036
WINLUCK CYCLE CORP.,得运国际股份有限公司,N1,0105,[N1]0105
VEE RUBBER CORPORATION LID.,VEE RUBBER CORPORATION LID.,N1,0107,[N1]0107
"CYZODA-HANGZHOU ZHONGYIDA TECHNOLOGY CO., LTD.",杭州中易达科技有限公司,N1,0110,[N1]0110
"SHENZHEN BAOLUJIE BICYCLE CO., LTD. DONGGUAN BRANCH",深圳市保路捷自行车有限公司东莞分公司,N1,0115,[N1]0115
"DONGGUAN XUANJING ELECTRONICS CO., LTD.",东莞市轩璟电子有限公司,N1,0117,[N1]0117
"XINGTAI JIEJIAN BICYCLE MANUFACTURING CO., LTD.",邢台捷健自行车制造有限公司,N1,0120,[N1]0120
"XINGTAI QILI BICYCLE ACCESSORIES CO., LTD.",邢台市齐利自行车配件有限公司,N1,0123,[N1]0123
LINER LNJECTION MOLDING FACTORY,平乡县麟儿注塑厂,N1,0126,[N1]0126
康帕斯（河北）橡胶有限公司,康帕斯（河北）橡胶有限公司,N1,0128,[N1]0128
GUANGZONG COUNTY JIEAO BICYCLE ACCESSORIES FACTORY,广宗县捷奥鞍座有限公司,N1,0129,[N1]0129
"BORAD SPORTS TECHNOLOGY (SHENZHEN) CO., LTD.",博拉德运动科技（深圳）有限公司,N1,0130,[N1]0130
"DONGGUAN SHUQI SPORTS PRODUCTS CO., LTD.",东莞市舒骑运动用品有限公司,N1,0132,[N1]0132
"CHANGZHOU CHINGYI ENERGY TECHNOLOGY CO., LTD.",常州橙易新能源科技有限公司,N1,0133,[N1]0133
"SHENGLONG MECHINERY CO., LTD.",盐城市晟隆机械有限公司,N1,0134,[N1]0134
"SHENZHEN OPUTE INDUSTRY MATERIALS CO., LTD.",深圳市欧普特工业材料有限公司,N1,0136,[N1]0136
"XIAMEN XINHAOYUE TECHNOLOGY CO., LTD.",厦门鑫皓月科技有限公司,N1,0138,[N1]0138
"XINGTAI KANGNUODA TECHNOLOGY CO., LTD.",邢台康诺达科技有限公司,N1,0140,[N1]0140
HEBEI GUANGZONG ZHIXIANG BICYCLE PARTS FACTORY,河北广宗县智翔自行车配件厂,N1,0141,[N1]0141
"NINGBO TIEKECHONG TUBE INDUSTRY CO., LTD.",宁波市铁壳虫管业有限公司,N1,0142,[N1]0142
"XIAMEN LUTAN SPORTS EQUIPMENT CO., LTD.",厦门鹭碳运动器材有限公司,N1,0143,[N1]0143
"LANGFANG ZHONGXIN ELECTRONIC TECHNOLOGY CO., LTD.",廊坊中芯电子科技有限公司,N1,0144,[N1]0144
"YONGKANG TUOXIN INTELLIGENT TECHNOLOGY CO., LTD.",永康市拓新智能科技有限公司,N1,0146,[N1]0146
"BEIJING HONOR THE UNKNOWN TECHNOLOGY CO., LTD.",北京致敬未知科技有限公司,N1,0147,[N1]0147
"SICHUAN REACH JIAYUAN MATHINERY CO., LTD.",四川瑞迪佳源机械有限公司,N1,0148,[N1]0148
VOOK,广州特稳科技有限公司,N1,0201,[N1]0201
无锡市奥特莱电机制造有限公司,无锡市奥特莱电机制造有限公司,N1,0228,[N1]0228
"XINGTAI KAIZHIYUE CHILDREN'S TOYS CO., LTD.",邢台市凯之岳儿童玩具有限公司,N1,0230,[N1]0230
"JIANGXI LIGHT SHARK TECHNOLOGY CO., LTD.",江西轻鲨科技有限公司,N1,0232,[N1]0232
"RUI'AN DONGXIANG HARDWARE ACCESSORIES CO., LTD.",瑞安市东翔五金配件有限公司,N1,0233,[N1]0233
"NINGBO YURUIJIA ELECTRONIC TECHNOLOGY CO., LTD.",宁波昱瑞佳电子科技有限公司,N1,0234,[N1]0234
"NINGBO KANGXUAN PLASTIC PRODUCTS CO., LTD.",宁波康炫塑料制品有限公司,N1,0236,[N1]0236
"JIAXING LANTUO VEHICLE INDUSTRY CO., LTD.",嘉兴市澜拓车业有限公司,N1,0238,"[N1]0238,0243"
"TIANCHANG NOCHENG NEW ENERGY CO., LTD.",天长市诺诚新能源有限公司,N1,0240,[N1]0240
"YUEQING HONGXUN TECHNOLOGY CO., LTD.",乐清市宏讯科技有限公司,N1,0241,[N1]0241
河北仕美高压气筒制造有限公司,河北仕美高压气筒制造有限公司,N1,0242,"[N1]0242,1803"
武义爱驰工贸有限公司,武义爱驰工贸有限公司,N1,0244,[N1]0244
"NINGBO MANER OUTDOOR PRODUCTS CO., LTD.",宁波曼尔户外用品有限公司,N1,0246,[N1]0246
"WUXI JIULAN ELECTRIC TECHNOLOGY CO., LTD.",久蓝电动科技（无锡）有限公司,N1,0247,[N1]0247
天津踏浪科技股份有限公司,天津踏浪科技股份有限公司,N1,0405,[N1]0405
"HEBEI BICYSTAR GROUP CO., LTD.",河北倍斯达集团有限公司,N1,0410,"[N1]0410,[E1]1144"
"HEBEI BICYSTAR GROUP CO., LTD.",河北倍斯达集团有限公司,E1,1144,"[N1]0410,[E1]1144"
"HEBEI XINUONUO VEHICLE INDUSTRY CO., LTD.",河北禧诺诺车业有限公司,N1,0420,[N1]0420
"HANGZHOU LONGLI INTELLIGENT TECHNOLOGY CO., LTD.",杭州龙砺智能科技有限公司,N1,0426,[N1]0426
PINGXIANG WENTIAN BASKET FACTORY,平乡县文天车筐厂,N1,0430,[N1]0430
"HEBEI JUYOU TECHNOLOGY CO., LTD.",河北巨优科技有限公司,N1,0433,[N1]0433
河北韩驰电动自行车有限公司,河北韩驰电动自行车有限公司,N1,0434,[N1]0434
"XINGTAI YOUCHENG VEHICLE INDUSTRY CO., LTD.",邢台优诚车业有限公司,N1,0436,[N1]0436
BATIC,深圳市建瓴科技有限公司,N1,0438,[N1]0438
"YONGKANG RUIXIAN INDUSTRY AND TRADE CO., LTD.",永康市锐贤工贸有限公司,N1,0440,[N1]0440
"TIANJIN YIHE TRICYCLE CO., LTD.",天津市意和三轮车有限公司,N1,0442,[N1]0442
"GUANGDONG YUECHENG PRECISION TECHNOLOGY CO., LTD.",广东悦成精密技术有限公司,N1,0443,[N1]0443
"DONGGUAN HXN POWER TECHNOLOGY CO., LTD.",东莞宏芯能科技有限公司,N1,0444,[N1]0444
"XIAJIN XINHUAYANG MACHINERY TECHNOLOGY CO., LTD.",夏津县鑫华洋机械科技有限公司,N1,0446,[N1]0446
"DONGGUAN YOUCAI ELECTRONICS CO., LTD.",东莞悠彩电子有限公司,N1,0447,[N1]0447
"XINGTAI HENG HAI CHILDREN'S TOY CO., LTD.",邢台恒海儿童玩具有限公司,N1,0449,[N1]0449
临沂建诚新能源车业有限公司,临沂建诚新能源车业有限公司,N1,0533,[N1]0533
"WUXI LINGMING ELECTRIC DRIVE TECHNOLOGY CO., LTD.",无锡菱铭电驱动科技有限公司,N1,0536,[N1]0536
深圳市冀德盛科技有限公司,深圳市冀德盛科技有限公司,N1,0538,[N1]0538
"FUSITE PRECISION MACHINERY TECHNOLOGY (WUXI) CO., LTD.",孚斯特精密机械科技（无锡）有限公司,N1,0540,[N1]0540
"SHENZHEN JINGAO SI INDUSTRIAL CO., LTD.",深圳市京奥斯实业有限公司,N1,0541,[N1]0541
"TIANCHANG LVPU ELECTRONICS CO., LTD.",天长市绿普尔电子有限公司,N1,0542,[N1]0542
"WUXI JIANMO ELECTRIC VEHICLE CO., LTD.",无锡建摩电动车有限公司,N1,0543,[N1]0543
"FOSHAN KOREWEI TECHNOLOGY CO., LTD.",佛山市科雷威科技有限公司,N1,0546,[N1]0546
JEZETEK,重庆九洲星熠导航设备有限公司,N1,0547,[N1]0547
郑州敖雄电子科技有限公司,郑州敖雄电子科技有限公司,N1,0548,[N1]0548
RIDE AVENTON INC.,RIDE AVENTON INC.,N1,0601,[N1]0601
INKODOP TECHNOLOGIES PRIVATE LIMITED,Inkodop Technologies Private Limited,N1,0720,[N1]0720
"TIANJIN MINGTAI BICYCLE INDUSTRY CO., LTD.",天津明泰车业有限公司,N1,0723,[N1]0723
"XINGTAI HUOLINGNIAO ELECTRIC BICYCLE CO., LTD.",邢台火灵鸟电动自行车有限责任公司,N1,0730,[N1]0730
"JIANGSU AITEFU STOCK CO., LTD.",江苏爱特福股份有限公司,N1,0733,[N1]0733
"ANHUI WUFUSHI TECHNOLOGY CO., LTD.",安徽屋伏石科技有限公司,N1,0736,[N1]0736
